Latitude,Longitude,Height
32.0546166081081,118.758638662684,0
32.0546346261261,118.758638662684,0
32.0546526441441,118.758638662684,0
32.0546706621622,118.758638662684,0
32.0546886801802,118.758638662684,0
32.0547066981982,118.758638662684,0
32.0547247162162,118.758638662684,0
32.0547427342342,118.758638662684,0
32.0547607522522,118.758638662684,0
32.0547787702703,118.758638662684,20
32.0547967882883,118.758638662684,20
32.0548148063063,118.758638662684,20
32.0548328243243,118.758638662684,20
32.0548508423423,118.758638662684,20
32.0548688603604,118.758638662684,20
32.0548868783784,118.758638662684,20
32.0549048963964,118.758638662684,0
32.0549229144144,118.758638662684,0
32.0549409324324,118.758638662684,0
32.0549589504504,118.758638662684,0
32.0549769684685,118.758638662684,0
32.0549949864865,118.758638662684,0
32.0550130045045,118.758638662684,0
32.0550310225225,118.758638662684,0
32.0550490405405,118.758638662684,0
32.0550670585586,118.758638662684,0
32.0550850765766,118.758638662684,0
32.0551030945946,118.758638662684,0
32.0551211126126,118.758638662684,0
32.0551391306306,118.758638662684,0
32.0551571486486,118.758638662684,0
32.0551751666667,118.758638662684,0
32.0551931846847,118.758638662684,0
32.0552112027027,118.758638662684,0
32.0552292207207,118.758638662684,0
32.0552472387387,118.758638662684,0
32.0552652567568,118.758638662684,0
32.0552832747748,118.758638662684,0
32.0553012927928,118.758638662684,0
32.0553193108108,118.758638662684,0
32.0553373288288,118.758638662684,28
32.0553553468468,118.758638662684,28
32.0553733648649,118.758638662684,0
32.0553913828829,118.758638662684,0
32.0554094009009,118.758638662684,0
32.0554274189189,118.758638662684,0
32.0554454369369,118.758638662684,0
32.055463454955,118.758638662684,0
32.055481472973,118.758638662684,0
32.055499490991,118.758638662684,9
32.055517509009,118.758638662684,9
32.055535527027,118.758638662684,9
32.055553545045,118.758638662684,9
32.0555715630631,118.758638662684,9
32.0555895810811,118.758638662684,9
32.0556075990991,118.758638662684,9
32.0556256171171,118.758638662684,0
32.0556436351351,118.758638662684,0
32.0556616531532,118.758638662684,0
32.0556796711712,118.758638662684,0
32.0556976891892,118.758638662684,0
32.0557157072072,118.758638662684,0
32.0557337252252,118.758638662684,0
32.0557517432432,118.758638662684,0
